detection_id,score,frame_id,est_fontsize,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,bbox_w,bbox_h,kisolation_w,kisolation_h
0,0.9575397,426,15,831,838,118,154,7,36,13.771653543307139,36
0,0.95753497,427,15,831,838,118,154,7,36,13.77647058823527,36
0,0.95749044,428,15,831,838,118,154,7,36,13.78125,36
0,0.9574632,429,15,831,838,118,154,7,36,13.785992217898865,36
0,0.9588931,430,15,831,838,118,154,7,36,13.790697674418652,36
0,0.9585975,431,15,831,838,118,154,7,36,13.795366795366817,36
0,0.91984373,432,16,847,854,116,155,7,39,13.803846153846166,39
0,0.92840254,433,16,847,854,116,155,7,39,13.812260536398412,39
0,0.92999494,434,16,847,854,116,155,7,39,13.82061068702285,39
0,0.9299334,435,16,847,854,116,155,7,39,13.828897338403067,39
0,0.94963014,442,15,875,881,118,154,6,36,13.833333333333371,36
0,0.94963235,443,15,875,881,118,154,6,36,13.837735849056571,36
0,0.94959694,444,15,875,881,118,154,6,36,13.842105263157919,36
0,0.9501423,445,15,875,881,118,154,6,36,13.846441947565495,36
0,0.98714733,446,17,890,898,113,154,8,41,13.858208955223859,41
0,0.9864588,447,17,890,898,113,154,8,41,13.869888475836433,41
0,0.9865915,448,17,890,898,113,154,8,41,13.8814814814815,41
0,0.98618096,449,17,890,898,113,154,8,41,13.89298892988927,41
0,0.9784152,450,18,904,911,113,155,7,42,13.908088235294144,42
0,0.978355,451,18,904,911,113,155,7,42,13.923076923076906,42
0,0.9783603,452,18,904,911,113,155,7,42,13.937956204379589,42
0,0.9784541,453,18,904,911,113,155,7,42,13.952727272727316,42
0,0.978568,454,18,904,911,113,155,7,42,13.96739130434787,42
0,0.97866356,455,18,904,911,113,155,7,42,13.981949458483768,42
0,0.9635673,456,16,916,924,116,153,8,37,13.98920863309354,37
0,0.9648414,457,16,916,924,116,153,8,37,13.99641577060936,37
0,0.965068,458,16,916,924,116,153,8,37,14.003571428571377,37
0,0.96553516,459,16,916,924,116,153,8,37,14.0106761565836,37
0,0.9703327,460,16,931,938,115,154,7,39,14.01773049645385,39
0,0.97040945,461,16,931,938,115,154,7,39,14.02473498233212,39
0,0.9713416,462,16,931,938,115,154,7,39,14.031690140845058,39
0,0.97154975,463,16,931,938,115,154,7,39,14.038596491228077,39
